,Round Number,Date,Location,Home Team,Away Team,Result,Result Predicted,Away win %,Draw %,Home win %
190,20,29/12/2018 15:00,Amex Stadium,Brighton,Everton,1 - 0,H,4.23365793011995e-05,0.14630611222519352,99.85365155119551
191,20,29/12/2018 15:00,Craven Cottage,Fulham,Huddersfield,1 - 0,D,17.567102889515105,60.814403927481834,21.61849318300307
192,20,29/12/2018 15:00,King Power Stadium,Leicester,Cardiff,0 - 1,D,24.498470783305322,52.25311885031344,23.248410366381243
193,20,29/12/2018 15:00,Tottenham Hotspur Stadium,Spurs,Wolves,1 - 3,D,24.668481423172516,50.74082902527006,24.590689551557425
194,20,29/12/2018 15:00,Vicarage Road,Watford,Newcastle,1 - 1,D,11.266315632975065,61.19162556641016,27.542058800614782
195,20,29/12/2018 17:30,Anfield,Liverpool,Arsenal,5 - 1,D,21.838047512145078,56.18054688828986,21.981405599565047
196,20,30/12/2018 12:00,Selhurst Park,Crystal Palace,Chelsea,0 - 1,D,15.144916919201496,71.55414019241579,13.300942888382728
197,20,30/12/2018 14:15,Turf Moor,Burnley,West Ham,2 - 0,D,15.468110152450198,66.34916284338031,18.18272700416948
198,20,30/12/2018 14:15,St. Mary's Stadium,Southampton,Man City,1 - 3,D,16.718825420869106,60.336624821041774,22.94454975808912
199,20,30/12/2018 16:30,Old Trafford,Man Utd,Bournemouth,4 - 1,D,12.372456537488514,65.39739736512786,22.23014609738361
200,21,01/01/2019 12:30,Goodison Park,Everton,Leicester,0 - 1,D,26.976691688098448,54.711385365016326,18.311922946885225
201,21,01/01/2019 15:00,Emirates Stadium,Arsenal,Fulham,4 - 1,D,18.757597101570987,59.102880860675064,22.13952203775395
202,21,01/01/2019 17:30,Cardiff City Stadium,Cardiff,Spurs,0 - 3,D,15.284754908782316,61.115592574598544,23.599652516619134
203,21,02/01/2019 19:45,Vitality Stadium,Bournemouth,Watford,3 - 3,D,18.553217470605066,63.2025768393156,18.244205690079333
204,21,02/01/2019 19:45,Stamford Bridge,Chelsea,Southampton,0 - 0,D,20.201722616826633,58.186929361059306,21.611348022114075
205,21,02/01/2019 19:45,John Smith's Stadium,Huddersfield,Burnley,1 - 2,D,17.4022880323078,58.71734725012529,23.880364717566902
206,21,02/01/2019 19:45,London Stadium,West Ham,Brighton,2 - 2,D,22.849457824300334,57.218935859152,19.93160631654768
207,21,02/01/2019 19:45,Molineux Stadium,Wolves,Crystal Palace,0 - 2,A,99.72253977389727,0.27739258948589196,6.763661682640912e-05
208,21,02/01/2019 20:00,St. James' Park,Newcastle,Man Utd,0 - 2,D,21.95461739482199,64.53552559741202,13.50985700776598
209,21,03/01/2019 20:00,Etihad Stadium,Man City,Liverpool,2 - 1,D,24.17508130822605,53.651956356443144,22.172962335330798
210,22,12/01/2019 12:30,London Stadium,West Ham,Arsenal,1 - 0,D,17.123150434203556,61.7435329845321,21.133316581264346
211,22,12/01/2019 15:00,Amex Stadium,Brighton,Liverpool,0 - 1,D,12.960088155080049,61.64342981507341,25.396482029846524
212,22,12/01/2019 15:00,Turf Moor,Burnley,Fulham,2 - 1,D,19.06781717431362,60.46504046098252,20.46714236470385
213,22,12/01/2019 15:00,Cardiff City Stadium,Cardiff,Huddersfield,0 - 0,D,20.61936345473337,58.97935215835768,20.40128438690894
214,22,12/01/2019 15:00,Selhurst Park,Crystal Palace,Watford,1 - 2,D,16.311173290191444,69.15642023581778,14.532406473990797
215,22,12/01/2019 15:00,King Power Stadium,Leicester,Southampton,1 - 2,D,23.725802152235747,52.691973483690056,23.58222436407419
216,22,12/01/2019 17:30,Stamford Bridge,Chelsea,Newcastle,2 - 1,D,11.695365207721778,59.24467416162065,29.05996063065757
217,22,13/01/2019 14:15,Goodison Park,Everton,Bournemouth,2 - 0,D,16.79678027444257,60.50748683062125,22.695732894936178
218,22,13/01/2019 16:03,Tottenham Hotspur Stadium,Spurs,Man Utd,0 - 1,D,27.938050304886836,57.10637622223559,14.955573472877559
219,22,14/01/2019 20:00,Etihad Stadium,Man City,Wolves,3 - 0,D,29.150001733401766,46.45388814887475,24.39611011772348
220,23,19/01/2019 12:30,Molineux Stadium,Wolves,Leicester,4 - 3,D,29.009395882763656,57.178539815499796,13.812064301736553
221,23,19/01/2019 15:00,Vitality Stadium,Bournemouth,West Ham,2 - 0,D,15.536600883827353,66.29592567833436,18.167473437838293
222,23,19/01/2019 15:00,Anfield,Liverpool,Crystal Palace,4 - 3,A,99.75519013038891,0.24474129393882116,6.85756722672777e-05
223,23,19/01/2019 15:00,Old Trafford,Man Utd,Brighton,2 - 1,D,18.556553669951366,56.75072652385747,24.69271980619116
224,23,19/01/2019 15:00,St. James' Park,Newcastle,Cardiff,3 - 0,D,17.33190414419001,63.15143152374585,19.516664332064128
225,23,19/01/2019 15:00,St. Mary's Stadium,Southampton,Everton,2 - 1,H,6.988480928961015e-05,0.18270225603481466,99.81722785915589
226,23,19/01/2019 15:00,Vicarage Road,Watford,Burnley,0 - 0,D,17.83612898346582,58.21863871837819,23.945232298155997
227,23,19/01/2019 17:30,Emirates Stadium,Arsenal,Chelsea,2 - 0,D,17.055631374481003,64.66947876914503,18.274889856373967
228,23,20/01/2019 13:30,John Smith's Stadium,Huddersfield,Man City,0 - 3,D,17.237805550733587,59.92674545889709,22.83544899036931
229,23,20/01/2019 16:00,Craven Cottage,Fulham,Spurs,1 - 2,D,12.887245070527015,62.364177749339774,24.748577180133204
230,24,29/01/2019 19:45,Emirates Stadium,Arsenal,Cardiff,2 - 1,D,20.92972441896011,57.321019253578655,21.74925632746123
231,24,29/01/2019 19:45,Craven Cottage,Fulham,Brighton,4 - 2,D,21.597493841906353,55.35148522644313,23.051020931650516
232,24,29/01/2019 19:45,John Smith's Stadium,Huddersfield,Everton,0 - 1,H,7.239867161805766e-05,0.1823287644321365,99.81759883689625
233,24,29/01/2019 19:45,Molineux Stadium,Wolves,West Ham,3 - 0,D,17.96526370468905,66.3279630960924,15.706773199218551
234,24,29/01/2019 20:00,Old Trafford,Man Utd,Burnley,2 - 2,D,14.876311985015784,58.64064579396575,26.483042221018465
235,24,29/01/2019 20:00,St. James' Park,Newcastle,Man City,2 - 1,D,15.188642634155997,62.75303028059659,22.058327085247424
236,24,30/01/2019 19:45,Vitality Stadium,Bournemouth,Chelsea,4 - 0,D,17.34481849908518,65.84243430080951,16.812747200105303
237,24,30/01/2019 19:45,St. Mary's Stadium,Southampton,Crystal Palace,1 - 1,A,99.6281120121362,0.3717856886681302,0.00010229919569590057
238,24,30/01/2019 20:00,Anfield,Liverpool,Leicester,1 - 1,D,31.045913478990204,53.972066354107916,14.982020166901878
239,24,30/01/2019 20:00,Tottenham Hotspur Stadium,Spurs,Watford,2 - 1,D,19.332960740746675,60.85712267975367,19.809916579499653
240,25,02/02/2019 12:30,Tottenham Hotspur Stadium,Spurs,Newcastle,1 - 0,D,12.464317525503303,57.832206768691755,29.703475705804944
241,25,02/02/2019 15:00,Amex Stadium,Brighton,Watford,0 - 0,D,12.399424067590644,64.81031332546972,22.79026260693963
242,25,02/02/2019 15:00,Turf Moor,Burnley,Southampton,1 - 1,D,20.57715829732175,59.055184843016896,20.367656859661345
243,25,02/02/2019 15:00,Stamford Bridge,Chelsea,Huddersfield,5 - 0,D,18.634506017339007,59.45054007232486,21.914953910336116
244,25,02/02/2019 15:00,Selhurst Park,Crystal Palace,Fulham,2 - 0,D,16.967592581590463,66.61744732174847,16.414960096661062
245,25,02/02/2019 15:00,Goodison Park,Everton,Wolves,1 - 3,D,24.9908073568821,49.52503785737341,25.484154785744483
246,25,02/02/2019 17:30,Cardiff City Stadium,Cardiff,Bournemouth,2 - 0,D,17.186224437599115,62.90066800384736,19.91310755855352
247,25,03/02/2019 14:05,King Power Stadium,Leicester,Man Utd,0 - 1,D,30.870854923986972,53.11998642067876,16.009158655334268
248,25,03/02/2019 16:30,Etihad Stadium,Man City,Arsenal,3 - 1,D,21.855759101215277,52.747444908970806,25.39679598981392
249,25,04/02/2019 20:00,London Stadium,West Ham,Liverpool,1 - 1,D,18.90372052866956,62.68118227248305,18.415097198847395
250,26,06/02/2019 19:45,Goodison Park,Everton,Man City,0 - 2,D,19.761414123066828,54.698910079749574,25.53967579718361
251,26,09/02/2019 12:30,Craven Cottage,Fulham,Man Utd,0 - 3,D,24.965111193412916,60.453948039686026,14.580940766901065
252,26,09/02/2019 15:00,Selhurst Park,Crystal Palace,West Ham,1 - 1,D,13.567980478294103,72.05726805279656,14.374751468909327
253,26,09/02/2019 15:00,John Smith's Stadium,Huddersfield,Arsenal,1 - 2,D,16.075358970490267,60.59479462989691,23.32984639961283
254,26,09/02/2019 15:00,Anfield,Liverpool,Bournemouth,3 - 0,D,19.80802379222435,61.164552455174224,19.02742375260143
255,26,09/02/2019 15:00,St. Mary's Stadium,Southampton,Cardiff,1 - 2,D,19.059243065014197,60.659954623949034,20.280802311036773
256,26,09/02/2019 15:00,Vicarage Road,Watford,Everton,1 - 0,H,7.400406837492927e-05,0.18029411658971767,99.81963187934191
257,26,09/02/2019 17:30,Amex Stadium,Brighton,Burnley,1 - 3,D,12.535229689472722,58.038273402484954,29.42649690804232
258,26,10/02/2019 13:30,Tottenham Hotspur Stadium,Spurs,Leicester,3 - 1,D,26.535040548371413,55.85722971749526,17.607729734133333
259,26,10/02/2019 16:00,Etihad Stadium,Man City,Chelsea,6 - 0,D,21.902383264330986,59.524167681102846,18.573449054566176
260,26,11/02/2019 20:00,Molineux Stadium,Wolves,Newcastle,1 - 1,D,14.175592007860882,61.58532025927058,24.23908773286854
261,27,22/02/2019 19:45,Cardiff City Stadium,Cardiff,Watford,1 - 5,D,20.079719597805962,61.87166181231694,18.0486185898771
262,27,22/02/2019 19:45,London Stadium,West Ham,Fulham,3 - 1,D,18.634559988192844,62.87720943348951,18.488230578317648
263,27,23/02/2019 12:30,Turf Moor,Burnley,Spurs,2 - 1,D,14.002224070206465,62.221338000361534,23.776437929432
264,27,23/02/2019 15:00,Vitality Stadium,Bournemouth,Wolves,1 - 1,D,23.908549933900716,53.21951152034734,22.87193854575194
265,27,23/02/2019 15:00,St. James' Park,Newcastle,Huddersfield,2 - 0,D,15.387250709363853,64.66200310534815,19.950746185287997
266,27,23/02/2019 17:30,King Power Stadium,Leicester,Crystal Palace,1 - 4,A,99.7504477871074,0.24946086890295377,9.134398965649783e-05
267,27,24/02/2019 14:05,Emirates Stadium,Arsenal,Southampton,2 - 0,D,20.24256926507712,57.725319713302724,22.03211102162015
268,27,24/02/2019 14:05,Old Trafford,Man Utd,Liverpool,0 - 0,D,15.300971053305187,61.961098886213726,22.737930060481087
269,28,26/02/2019 19:45,Cardiff City Stadium,Cardiff,Everton,0 - 3,H,8.654590740048195e-05,0.17631317655858658,99.82360027753401
270,28,26/02/2019 19:45,John Smith's Stadium,Huddersfield,Wolves,1 - 0,D,22.05442841135261,54.89318090678667,23.05239068186073
271,28,26/02/2019 19:45,King Power Stadium,Leicester,Brighton,2 - 1,D,26.533591610732145,48.32146527029584,25.14494311897203
272,28,26/02/2019 20:00,St. James' Park,Newcastle,Burnley,2 - 0,D,15.350788143347248,61.55562928836271,23.093582568290028
273,28,27/02/2019 19:45,Emirates Stadium,Arsenal,Bournemouth,5 - 1,D,15.521272053382551,62.73052801328111,21.748199933336355
274,28,27/02/2019 19:45,St. Mary's Stadium,Southampton,Fulham,2 - 0,D,17.03497681392689,62.37621698675674,20.58880619931638
275,28,27/02/2019 20:00,Selhurst Park,Crystal Palace,Man Utd,1 - 3,D,23.704787752066128,65.26176801901285,11.033444228921024
276,28,27/02/2019 20:00,Stamford Bridge,Chelsea,Spurs,2 - 0,D,13.708153337501011,61.13440326622087,25.157443396278108
277,28,27/02/2019 20:00,Anfield,Liverpool,Watford,5 - 0,D,23.015711756473113,59.83322634889237,17.151061894634516
278,28,27/02/2019 20:00,Etihad Stadium,Man City,West Ham,1 - 0,D,19.69323357403314,60.16081336285502,20.145953063111836
279,29,02/03/2019 12:30,Tottenham Hotspur Stadium,Spurs,Arsenal,1 - 1,D,18.184662908312415,56.64641701659233,25.168920075095247
280,29,02/03/2019 15:00,Vitality Stadium,Bournemouth,Man City,0 - 1,D,18.79160666829863,58.424860585452606,22.78353274624876
281,29,02/03/2019 15:00,Amex Stadium,Brighton,Huddersfield,1 - 0,D,12.697829383992593,61.61163045148918,25.69054016451824
282,29,02/03/2019 15:00,Turf Moor,Burnley,Crystal Palace,1 - 3,A,99.67777626882094,0.3221328329814598,9.089819761872042e-05
283,29,02/03/2019 15:00,Old Trafford,Man Utd,Southampton,3 - 2,D,16.32602507001329,60.88833076956911,22.785644160417604
284,29,02/03/2019 15:00,Molineux Stadium,Wolves,Cardiff,2 - 0,D,24.53824902493673,58.21444455821152,17.247306416851742
285,29,02/03/2019 17:30,London Stadium,West Ham,Newcastle,2 - 0,D,11.770441866991058,63.21711044818458,25.01244768482437
286,29,03/03/2019 12:00,Vicarage Road,Watford,Leicester,2 - 1,D,24.12624947017492,59.450877223152354,16.42287330667273
287,29,03/03/2019 14:05,Craven Cottage,Fulham,Chelsea,1 - 2,D,15.980434764921956,66.40868222791289,17.61088300716515
288,29,03/03/2019 16:15,Goodison Park,Everton,Liverpool,0 - 0,D,20.502943950309888,56.584161956490675,22.912894093199437
289,30,09/03/2019 12:30,Selhurst Park,Crystal Palace,Brighton,1 - 2,D,20.989201772051267,61.158023671203054,17.852774556745683
290,30,09/03/2019 15:00,Cardiff City Stadium,Cardiff,West Ham,2 - 0,D,16.867618824751172,65.10332875330533,18.029052421943497
291,30,09/03/2019 15:00,John Smith's Stadium,Huddersfield,Bournemouth,0 - 2,D,14.47304289464513,65.48185665449834,20.04510045085653
292,30,09/03/2019 15:00,King Power Stadium,Leicester,Fulham,3 - 1,D,22.066527526913422,54.148731896127124,23.78474057695946
293,30,09/03/2019 15:00,St. James' Park,Newcastle,Everton,3 - 2,H,6.602950508927557e-05,0.19762398694077912,99.80230998355414
294,30,09/03/2019 15:00,St. Mary's Stadium,Southampton,Spurs,2 - 1,D,12.4329404647625,63.79553639051233,23.771523144725176
295,30,09/03/2019 17:30,Etihad Stadium,Man City,Watford,3 - 1,D,23.260652364279107,56.728758414485256,20.010589221235637
296,30,10/03/2019 12:00,Anfield,Liverpool,Burnley,4 - 2,D,23.50418194545424,54.125601065553916,22.37021698899184
297,30,10/03/2019 14:05,Stamford Bridge,Chelsea,Wolves,1 - 1,D,23.336899646430673,52.40739449823919,24.255705855330138
298,30,10/03/2019 16:30,Emirates Stadium,Arsenal,Man Utd,2 - 0,D,26.473737709034545,58.49270598684326,15.033556304122206
299,31,16/03/2019 15:00,Vitality Stadium,Bournemouth,Newcastle,2 - 2,D,12.03640979115404,60.4366982077251,27.526892001120856
300,31,16/03/2019 15:00,Turf Moor,Burnley,Leicester,1 - 2,D,25.4444631449314,58.2670183831098,16.288518471958803
301,31,16/03/2019 15:00,London Stadium,West Ham,Huddersfield,4 - 3,D,18.558609696136937,62.775431273321246,18.665959030541813
302,31,17/03/2019 14:15,Craven Cottage,Fulham,Liverpool,1 - 2,D,17.903654140506717,60.75662116339019,21.339724696103083
303,31,17/03/2019 16:30,Goodison Park,Everton,Chelsea,2 - 0,D,18.474586809973378,62.43638294449229,19.08903024553433
304,32,30/03/2019 12:30,Craven Cottage,Fulham,Man City,0 - 2,D,17.29510897766233,58.865010593309876,23.839880429027797
305,32,30/03/2019 15:00,Amex Stadium,Brighton,Southampton,0 - 1,D,13.848503282361188,60.66457628731084,25.48692043032797
306,32,30/03/2019 15:00,Turf Moor,Burnley,Wolves,2 - 0,D,23.81350142816599,53.28540437329974,22.901094198534274
307,32,30/03/2019 15:00,Selhurst Park,Crystal Palace,Huddersfield,2 - 0,D,16.901679998711792,66.52238091194239,16.575939089345816
308,32,30/03/2019 15:00,King Power Stadium,Leicester,Bournemouth,2 - 0,D,18.425880418625816,57.996625794836106,23.577493786538085
309,32,30/03/2019 15:00,Old Trafford,Man Utd,Watford,2 - 1,D,14.611586854859231,65.02214173891797,20.366271406222804
310,32,30/03/2019 17:30,London Stadium,West Ham,Everton,0 - 2,H,8.511358691299886e-05,0.2050485253867279,99.79486636102637
311,32,31/03/2019 14:05,Cardiff City Stadium,Cardiff,Chelsea,1 - 2,D,18.79815212459785,64.546079148497,16.655768726905144
312,32,31/03/2019 16:30,Anfield,Liverpool,Spurs,2 - 1,D,17.6880769585997,59.670275311772144,22.641647729628144
313,32,01/04/2019 20:00,Emirates Stadium,Arsenal,Newcastle,2 - 0,D,11.705033152932048,58.7045620973997,29.59040474966826
314,32,02/04/2019 19:45,Vicarage Road,Watford,Fulham,4 - 1,D,18.00622884719227,61.44196322668947,20.551807926118265
315,32,02/04/2019 19:45,Molineux Stadium,Wolves,Man Utd,2 - 1,D,30.321253107744383,58.032381262676466,11.646365629579137
316,32,03/04/2019 19:45,Stamford Bridge,Chelsea,Brighton,3 - 0,D,22.821458523464038,53.90150940809272,23.277032068443226
317,32,03/04/2019 19:45,Tottenham Hotspur Stadium,Spurs,Crystal Palace,2 - 0,A,99.70371049240403,0.2961952614569625,9.424613900536689e-05
318,32,03/04/2019 19:45,Etihad Stadium,Man City,Cardiff,2 - 0,D,26.41711313520419,51.85685184372616,21.726035021069652
319,33,05/04/2019 20:00,St. Mary's Stadium,Southampton,Liverpool,1 - 3,D,17.286192981493432,62.200319717755356,20.51348730075121
320,33,06/04/2019 15:00,Vitality Stadium,Bournemouth,Burnley,1 - 3,D,18.96280684024734,57.22130412562878,23.815889034123884
321,33,06/04/2019 15:00,John Smith's Stadium,Huddersfield,Leicester,1 - 4,D,23.568178032784708,60.03342139150577,16.398400575709516
322,33,06/04/2019 15:00,St. James' Park,Newcastle,Crystal Palace,0 - 1,A,99.57448997865241,0.425401823594847,0.00010819775276230134
323,33,07/04/2019 14:05,Goodison Park,Everton,Arsenal,1 - 0,D,18.460151930283235,55.402817028348686,26.13703104136808
324,33,08/04/2019 20:00,Stamford Bridge,Chelsea,West Ham,2 - 0,D,15.208313493200883,65.47019712230463,19.3214893844945
325,34,12/04/2019 20:00,King Power Stadium,Leicester,Newcastle,0 - 1,D,13.860928186616887,54.139515545267614,31.999556268115487
326,34,13/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,Huddersfield,4 - 0,D,19.801655968364923,57.86356187728023,22.33478215435486
327,34,13/04/2019 15:00,Amex Stadium,Brighton,Bournemouth,0 - 5,D,10.440864598848727,64.82159498266006,24.737540418491218
328,34,13/04/2019 15:00,Turf Moor,Burnley,Cardiff,2 - 0,D,21.270691419234666,58.62784392581744,20.101464654947897
329,34,13/04/2019 15:00,Craven Cottage,Fulham,Everton,2 - 0,H,6.958637622112844e-05,0.17157105452876797,99.828359359095
330,34,13/04/2019 15:00,St. Mary's Stadium,Southampton,Wolves,3 - 1,D,21.428663802981756,55.36741108473121,23.203925112287042
331,34,13/04/2019 17:30,Old Trafford,Man Utd,West Ham,2 - 1,D,12.148260131129701,67.7163044401109,20.135435428759408
332,34,14/04/2019 14:05,Selhurst Park,Crystal Palace,Man City,1 - 3,D,16.755738898449493,64.83792507689526,18.40633602465525
333,34,14/04/2019 16:30,Anfield,Liverpool,Chelsea,2 - 0,D,21.59128578471613,62.54852703182401,15.860187183459857
334,34,15/04/2019 20:00,Vicarage Road,Watford,Arsenal,0 - 1,D,16.484447667284325,60.11050911706113,23.40504321565455
335,34,16/04/2019 19:45,Amex Stadium,Brighton,Cardiff,0 - 2,D,14.359096874887042,60.41004191481822,25.23086121029474
336,35,20/04/2019 12:30,Etihad Stadium,Man City,Spurs,1 - 0,D,17.722632115676884,56.08787950870755,26.18948837561557
337,35,20/04/2019 15:00,Vitality Stadium,Bournemouth,Fulham,0 - 1,D,19.148657721174466,60.40520229279617,20.446139986029376
338,35,20/04/2019 15:00,John Smith's Stadium,Huddersfield,Watford,1 - 2,D,16.99666074242967,64.7417001204875,18.26163913708282
339,35,20/04/2019 15:00,London Stadium,West Ham,Leicester,2 - 2,D,24.82375778577202,60.48779817841695,14.68844403581103
340,35,20/04/2019 15:00,Molineux Stadium,Wolves,Brighton,0 - 0,D,26.827455121737557,54.34223283413873,18.83031204412372
341,35,20/04/2019 17:30,St. James' Park,Newcastle,Southampton,3 - 1,D,16.741072430096057,63.51415365150944,19.744773918394507
342,35,21/04/2019 13:30,Goodison Park,Everton,Man Utd,4 - 0,D,28.433858976617586,55.995573696651924,15.570567326730494
343,35,21/04/2019 16:00,Emirates Stadium,Arsenal,Crystal Palace,2 - 3,A,99.67981017493811,0.3200898713470052,9.995371487560572e-05
344,35,21/04/2019 16:00,Cardiff City Stadium,Cardiff,Liverpool,0 - 2,D,20.998449125067882,58.87861544467725,20.12293543025487
345,35,22/04/2019 20:00,Stamford Bridge,Chelsea,Burnley,2 - 2,D,18.488277389330552,56.283790980809535,25.227931629859917
346,35,23/04/2019 19:45,Vicarage Road,Watford,Southampton,1 - 1,D,19.452395613714764,60.07374103603588,20.473863350249356
347,35,23/04/2019 19:45,Tottenham Hotspur Stadium,Spurs,Brighton,1 - 0,D,24.14546680308328,52.23467167977843,23.619861517138297
348,35,24/04/2019 19:45,Molineux Stadium,Wolves,Arsenal,3 - 1,D,20.367120072494313,59.40616985466514,20.226710072840554
349,35,24/04/2019 20:00,Old Trafford,Man Utd,Man City,0 - 2,D,14.749213013877455,59.903328643287125,25.347458342835427
350,36,26/04/2019 20:00,Anfield,Liverpool,Huddersfield,5 - 0,D,23.620750092898938,57.00360255569099,19.375647351410066
351,36,27/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,West Ham,0 - 1,D,16.229839631515226,63.994485831896284,19.77567453658848
352,36,27/04/2019 15:00,Selhurst Park,Crystal Palace,Everton,0 - 0,H,8.725360564809458e-05,0.24458779560429655,99.75532495079005
353,36,27/04/2019 15:00,Craven Cottage,Fulham,Cardiff,1 - 0,D,19.722343750432273,59.198899116346794,21.07875713322094
354,36,27/04/2019 15:00,St. Mary's Stadium,Southampton,Bournemouth,3 - 3,D,14.022171420266915,65.858667901668,20.119160678065075
355,36,27/04/2019 15:00,Vicarage Road,Watford,Wolves,1 - 2,D,22.571246452938563,54.34749132800722,23.08126221905422
356,36,27/04/2019 17:30,Amex Stadium,Brighton,Newcastle,1 - 1,D,7.704798216607715,59.35975385446911,32.935447928923175
357,36,28/04/2019 12:00,King Power Stadium,Leicester,Arsenal,3 - 0,D,20.148457157827405,52.83598130835215,27.01556153382044
358,36,28/04/2019 14:05,Turf Moor,Burnley,Man City,0 - 1,D,18.711909249278175,58.48159859630723,22.806492154414602
359,36,28/04/2019 16:30,Old Trafford,Man Utd,Chelsea,1 - 1,D,13.637243723170902,67.62558857955933,18.737167697269754
360,37,03/05/2019 20:00,Goodison Park,Everton,Burnley,2 - 0,D,19.899566024526735,53.459589270513334,26.64084470495993
361,37,04/05/2019 12:30,Vitality Stadium,Bournemouth,Spurs,1 - 0,D,14.065331171582843,62.176306971357455,23.75836185705971
362,37,04/05/2019 15:00,London Stadium,West Ham,Southampton,3 - 0,D,20.125891946461238,61.4608439193985,18.413264134140263
363,37,04/05/2019 15:00,Molineux Stadium,Wolves,Fulham,1 - 0,D,22.086041929339256,60.28178915494971,17.632168915711038
364,37,04/05/2019 17:30,Cardiff City Stadium,Cardiff,Crystal Palace,2 - 3,A,99.70996509983495,0.2899522216140762,8.267855097463711e-05
365,37,04/05/2019 19:45,St. James' Park,Newcastle,Liverpool,2 - 3,D,15.685791059341609,64.6160155571584,19.698193383499994
366,37,05/05/2019 14:00,Stamford Bridge,Chelsea,Watford,3 - 0,D,18.164883637090504,62.42807350601879,19.407042856890715
367,37,05/05/2019 14:00,John Smith's Stadium,Huddersfield,Man Utd,1 - 1,D,24.784904060774974,61.30320735444579,13.911888584779227
368,37,05/05/2019 16:30,Emirates Stadium,Arsenal,Brighton,1 - 1,D,22.851212263322214,53.43557068745247,23.71321704922531
369,37,06/05/2019 20:00,Etihad Stadium,Man City,Leicester,1 - 0,D,31.367552253791143,51.157417083727516,17.47503066248133
370,38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,1 - 4,D,12.442962205801082,59.358731399440046,28.19830639475887
371,38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,1 - 3,D,17.470346046485172,59.20229786221892,23.3273560912959
372,38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,5 - 3,D,13.918836074152876,70.09561728304134,15.985546642805781
373,38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,0 - 4,D,10.992892822307343,60.42489587637071,28.582211301321948
374,38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,0 - 0,D,20.278063124240184,59.87987393713527,19.842062938624547
375,38,12/05/2019 15:00,Anfield,Liverpool,Wolves,2 - 0,D,29.208442457937956,49.61677216761066,21.174785374451393
376,38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,0 - 2,D,16.908089949931473,60.56166965484682,22.530240395221707
377,38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,1 - 1,D,16.960877846289577,62.25811419445485,20.78100795925556
378,38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,2 - 2,H,7.593257966457436e-05,0.1580320950961047,99.84189197232422
379,38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,1 - 4,D,14.565272095661497,67.22885946672565,18.205868437612853
